GEOID,Geography,state_new
0500000US47111,"Macon County, Tennessee",BN
0500000US47113,"Madison County, Tennessee",BN
0500000US47115,"Marion County, Tennessee",AP
0500000US47117,"Marshall County, Tennessee",BN
0500000US47119,"Maury County, Tennessee",BN
0500000US47121,"Meigs County, Tennessee",AP
0500000US47123,"Monroe County, Tennessee",AP
0500000US47125,"Montgomery County, Tennessee",BN
0500000US47127,"Moore County, Tennessee",BN
0500000US47129,"Morgan County, Tennessee",AP
0500000US47131,"Obion County, Tennessee",BR
0500000US47133,"Overton County, Tennessee",BN
0500000US47135,"Perry County, Tennessee",BN
0500000US47137,"Pickett County, Tennessee",BN
0500000US47139,"Polk County, Tennessee",AP
0500000US47141,"Putnam County, Tennessee",BN
0500000US47143,"Rhea County, Tennessee",AP
0500000US47145,"Roane County, Tennessee",AP
0500000US47147,"Robertson County, Tennessee",BN
0500000US47149,"Rutherford County, Tennessee",BN
0500000US47151,"Scott County, Tennessee",AP
0500000US47153,"Sequatchie County, Tennessee",AP
0500000US47155,"Sevier County, Tennessee",AP
0500000US47157,"Shelby County, Tennessee",BR
0500000US47159,"Smith County, Tennessee",BN
0500000US47161,"Stewart County, Tennessee",BN
0500000US47163,"Sullivan County, Tennessee",AP
0500000US47165,"Sumner County, Tennessee",BN
0500000US47167,"Tipton County, Tennessee",BR
0500000US47169,"Trousdale County, Tennessee",BN
0500000US47171,"Unicoi County, Tennessee",AP
0500000US47173,"Union County, Tennessee",AP
0500000US47175,"Van Buren County, Tennessee",AP
0500000US47177,"Warren County, Tennessee",AP
0500000US47179,"Washington County, Tennessee",AP
0500000US47181,"Wayne County, Tennessee",BN
0500000US47183,"Weakley County, Tennessee",BN
0500000US47185,"White County, Tennessee",AP
0500000US47187,"Williamson County, Tennessee",BN
0500000US47189,"Wilson County, Tennessee",BN
0500000US48001,"Anderson County, Texas",LS
0500000US48003,"Andrews County, Texas",RR
0500000US48005,"Angelina County, Texas",LS
0500000US48007,"Aransas County, Texas",TS
0500000US48009,"Archer County, Texas",RR
0500000US48011,"Armstrong County, Texas",RR
0500000US48013,"Atascosa County, Texas",TS
0500000US48015,"Austin County, Texas",TS
0500000US48017,"Bailey County, Texas",RR
0500000US48019,"Bandera County, Texas",TS
0500000US48021,"Bastrop County, Texas",TS
0500000US48023,"Baylor County, Texas",RR
0500000US48025,"Bee County, Texas",TS
0500000US48027,"Bell County, Texas",LS
0500000US48029,"Bexar County, Texas",TS
0500000US48031,"Blanco County, Texas",TS
0500000US48033,"Borden County, Texas",LS
0500000US48035,"Bosque County, Texas",LS
0500000US48037,"Bowie County, Texas",RR
0500000US48039,"Brazoria County, Texas",SH
0500000US48041,"Brazos County, Texas",TS
0500000US48043,"Brewster County, Texas",TS
0500000US48045,"Briscoe County, Texas",RR
0500000US48047,"Brooks County, Texas",TS
0500000US48049,"Brown County, Texas",LS
0500000US48051,"Burleson County, Texas",TS
0500000US48053,"Burnet County, Texas",LS
0500000US48055,"Caldwell County, Texas",TS
0500000US48057,"Calhoun County, Texas",SH
0500000US48059,"Callahan County, Texas",LS
0500000US48061,"Cameron County, Texas",TS
0500000US48063,"Camp County, Texas",RR
0500000US48065,"Carson County, Texas",RR
0500000US48067,"Cass County, Texas",RR
0500000US48069,"Castro County, Texas",RR
0500000US48071,"Chambers County, Texas",SH
0500000US48073,"Cherokee County, Texas",LS
0500000US48075,"Childress County, Texas",RR
0500000US48077,"Clay County, Texas",RR
0500000US48079,"Cochran County, Texas",LS
0500000US48081,"Coke County, Texas",LS
0500000US48083,"Coleman County, Texas",LS
0500000US48085,"Collin County, Texas",DW
0500000US48087,"Collingsworth County, Texas",RR
0500000US48089,"Colorado County, Texas",TS
0500000US48091,"Comal County, Texas",TS
0500000US48093,"Comanche County, Texas",LS
0500000US48095,"Concho County, Texas",LS
0500000US48097,"Cooke County, Texas",RR
0500000US48099,"Coryell County, Texas",LS
0500000US48101,"Cottle County, Texas",RR
0500000US48103,"Crane County, Texas",TS
0500000US48105,"Crockett County, Texas",TS
0500000US48107,"Crosby County, Texas",RR
0500000US48109,"Culberson County, Texas",TS
0500000US48111,"Dallam County, Texas",RR
0500000US48113,"Dallas County, Texas",DW
0500000US48115,"Dawson County, Texas",RR
0500000US48117,"Deaf Smith County, Texas",RR
0500000US48119,"Delta County, Texas",RR
0500000US48121,"Denton County, Texas",DW
0500000US48123,"DeWitt County, Texas",TS
0500000US48125,"Dickens County, Texas",RR
0500000US48127,"Dimmit County, Texas",TS
0500000US48129,"Donley County, Texas",RR
0500000US48131,"Duval County, Texas",TS
0500000US48133,"Eastland County, Texas",LS
0500000US48135,"Ector County, Texas",TS
0500000US48137,"Edwards County, Texas",TS
0500000US48139,"Ellis County, Texas",LS
0500000US48141,"El Paso County, Texas",CD
0500000US48143,"Erath County, Texas",LS
0500000US48145,"Falls County, Texas",LS
0500000US48147,"Fannin County, Texas",RR
0500000US48149,"Fayette County, Texas",TS
0500000US48151,"Fisher County, Texas",LS
0500000US48153,"Floyd County, Texas",RR
0500000US48155,"Foard County, Texas",RR
0500000US48157,"Fort Bend County, Texas",SH
0500000US48159,"Franklin County, Texas",RR
0500000US48161,"Freestone County, Texas",LS
0500000US48163,"Frio County, Texas",TS
0500000US48165,"Gaines County, Texas",LS
0500000US48167,"Galveston County, Texas",SH
0500000US48169,"Garza County, Texas",LS
0500000US48171,"Gillespie County, Texas",TS
0500000US48173,"Glasscock County, Texas",LS
0500000US48175,"Goliad County, Texas",TS
0500000US48177,"Gonzales County, Texas",TS
0500000US48179,"Gray County, Texas",RR
0500000US48181,"Grayson County, Texas",RR
0500000US48183,"Gregg County, Texas",LS
0500000US48185,"Grimes County, Texas",RR
0500000US48187,"Guadalupe County, Texas",TS
0500000US48189,"Hale County, Texas",RR
0500000US48191,"Hall County, Texas",RR
0500000US48193,"Hamilton County, Texas",LS
0500000US48195,"Hansford County, Texas",RR
0500000US48197,"Hardeman County, Texas",RR
0500000US48199,"Hardin County, Texas",LS
0500000US48201,"Harris County, Texas",SH
0500000US48203,"Harrison County, Texas",RR
0500000US48205,"Hartley County, Texas",RR
0500000US48207,"Haskell County, Texas",LS
0500000US48209,"Hays County, Texas",TS
0500000US48211,"Hemphill County, Texas",RR
0500000US48213,"Henderson County, Texas",LS
0500000US48215,"Hidalgo County, Texas",TS
0500000US48217,"Hill County, Texas",LS
0500000US48219,"Hockley County, Texas",LS
0500000US48221,"Hood County, Texas",LS
0500000US48223,"Hopkins County, Texas",LS
0500000US48225,"Houston County, Texas",LS
0500000US48227,"Howard County, Texas",LS
0500000US48229,"Hudspeth County, Texas",CD
0500000US48231,"Hunt County, Texas",LS
0500000US48233,"Hutchinson County, Texas",RR
0500000US48235,"Irion County, Texas",TS
0500000US48237,"Jack County, Texas",LS
0500000US48239,"Jackson County, Texas",SH
0500000US48241,"Jasper County, Texas",LS
0500000US48243,"Jeff Davis County, Texas",TS
0500000US48245,"Jefferson County, Texas",SH
0500000US48247,"Jim Hogg County, Texas",TS
0500000US48249,"Jim Wells County, Texas",TS
0500000US48251,"Johnson County, Texas",LS
0500000US48253,"Jones County, Texas",LS
0500000US48255,"Karnes County, Texas",TS
0500000US48257,"Kaufman County, Texas",LS
0500000US48259,"Kendall County, Texas",TS
0500000US48261,"Kenedy County, Texas",TS
0500000US48263,"Kent County, Texas",LS
0500000US48265,"Kerr County, Texas",TS
0500000US48267,"Kimble County, Texas",TS
0500000US48269,"King County, Texas",RR
0500000US48271,"Kinney County, Texas",TS
0500000US48273,"Kleberg County, Texas",TS
0500000US48275,"Knox County, Texas",RR
0500000US48277,"Lamar County, Texas",RR
0500000US48279,"Lamb County, Texas",RR
0500000US48281,"Lampasas County, Texas",LS
0500000US48283,"La Salle County, Texas",TS
0500000US48285,"Lavaca County, Texas",TS
0500000US48287,"Lee County, Texas",TS
0500000US48289,"Leon County, Texas",LS
0500000US48291,"Liberty County, Texas",SH
0500000US48293,"Limestone County, Texas",LS
0500000US48295,"Lipscomb County, Texas",RR
0500000US48297,"Live Oak County, Texas",TS
0500000US48299,"Llano County, Texas",LS
0500000US48301,"Loving County, Texas",TS
0500000US48303,"Lubbock County, Texas",LS
0500000US48305,"Lynn County, Texas",LS
0500000US48307,"McCulloch County, Texas",LS
0500000US48309,"McLennan County, Texas",LS
0500000US48311,"McMullen County, Texas",TS
0500000US48313,"Madison County, Texas",LS
0500000US48315,"Marion County, Texas",RR
0500000US48317,"Martin County, Texas",LS
0500000US48319,"Mason County, Texas",LS
0500000US48321,"Matagorda County, Texas",SH
0500000US48323,"Maverick County, Texas",TS
0500000US48325,"Medina County, Texas",TS
0500000US48327,"Menard County, Texas",TS
0500000US48329,"Midland County, Texas",TS
0500000US48331,"Milam County, Texas",LS
0500000US48333,"Mills County, Texas",LS
0500000US48335,"Mitchell County, Texas",LS
0500000US48337,"Montague County, Texas",RR
0500000US48339,"Montgomery County, Texas",LS
0500000US48341,"Moore County, Texas",RR
0500000US48343,"Morris County, Texas",RR
0500000US48345,"Motley County, Texas",RR
0500000US48347,"Nacogdoches County, Texas",LS
0500000US48349,"Navarro County, Texas",LS
0500000US48351,"Newton County, Texas",LS
0500000US48353,"Nolan County, Texas",LS
0500000US48355,"Nueces County, Texas",TS
0500000US48357,"Ochiltree County, Texas",RR
0500000US48359,"Oldham County, Texas",RR
0500000US48361,"Orange County, Texas",LS
0500000US48363,"Palo Pinto County, Texas",LS
0500000US48365,"Panola County, Texas",LS
0500000US48367,"Parker County, Texas",DW
0500000US48369,"Parmer County, Texas",RR
0500000US48371,"Pecos County, Texas",TS
0500000US48373,"Polk County, Texas",LS
0500000US48375,"Potter County, Texas",RR
0500000US48377,"Presidio County, Texas",TS
0500000US48379,"Rains County, Texas",LS
0500000US48381,"Randall County, Texas",RR
0500000US48383,"Reagan County, Texas",TS
0500000US48385,"Real County, Texas",TS
0500000US48387,"Red River County, Texas",RR
0500000US48389,"Reeves County, Texas",TS
0500000US48391,"Refugio County, Texas",TS
0500000US48393,"Roberts County, Texas",RR
0500000US48395,"Robertson County, Texas",LS
0500000US48397,"Rockwall County, Texas",LS
0500000US48399,"Runnels County, Texas",LS
0500000US48401,"Rusk County, Texas",LS
0500000US48403,"Sabine County, Texas",LS
0500000US48405,"San Augustine County, Texas",LS
0500000US48407,"San Jacinto County, Texas",LS
0500000US48409,"San Patricio County, Texas",TS
0500000US48411,"San Saba County, Texas",LS
0500000US48413,"Schleicher County, Texas",TS
0500000US48415,"Scurry County, Texas",LS
0500000US48417,"Shackelford County, Texas",LS
0500000US48419,"Shelby County, Texas",LS
0500000US48421,"Sherman County, Texas",RR
0500000US48423,"Smith County, Texas",LS
0500000US48425,"Somervell County, Texas",LS
0500000US48427,"Starr County, Texas",TS
0500000US48429,"Stephens County, Texas",LS
0500000US48431,"Sterling County, Texas",LS
0500000US48433,"Stonewall County, Texas",LS
0500000US48435,"Sutton County, Texas",TS
0500000US48437,"Swisher County, Texas",RR
0500000US48439,"Tarrant County, Texas",DW
0500000US48441,"Taylor County, Texas",LS
0500000US48443,"Terrell County, Texas",TS
0500000US48445,"Terry County, Texas",LS
0500000US48447,"Throckmorton County, Texas",LS
0500000US48449,"Titus County, Texas",RR
0500000US48451,"Tom Green County, Texas",TS
0500000US48453,"Travis County, Texas",LS
0500000US48455,"Trinity County, Texas",LS
0500000US48457,"Tyler County, Texas",LS
0500000US48459,"Upshur County, Texas",RR
0500000US48461,"Upton County, Texas",TS
0500000US48463,"Uvalde County, Texas",TS
0500000US48465,"Val Verde County, Texas",TS
0500000US48467,"Van Zandt County, Texas",LS
0500000US48469,"Victoria County, Texas",TS
0500000US48471,"Walker County, Texas",LS
0500000US48473,"Waller County, Texas",TS
0500000US48475,"Ward County, Texas",TS
0500000US48477,"Washington County, Texas",TS
0500000US48479,"Webb County, Texas",TS
0500000US48481,"Wharton County, Texas",TS
0500000US48483,"Wheeler County, Texas",RR
0500000US48485,"Wichita County, Texas",RR
0500000US48487,"Wilbarger County, Texas",RR
0500000US48489,"Willacy County, Texas",TS
0500000US48491,"Williamson County, Texas",LS
0500000US48493,"Wilson County, Texas",TS
0500000US48495,"Winkler County, Texas",TS
0500000US48497,"Wise County, Texas",LS
0500000US48499,"Wood County, Texas",LS
0500000US48501,"Yoakum County, Texas",RR
0500000US48503,"Young County, Texas",LS
0500000US48505,"Zapata County, Texas",TS
0500000US48507,"Zavala County, Texas",TS
0500000US49001,"Beaver County, Utah",DS
0500000US49003,"Box Elder County, Utah",DS
0500000US49005,"Cache County, Utah",DS
0500000US49007,"Carbon County, Utah",DS
0500000US49009,"Daggett County, Utah",DS
0500000US49011,"Davis County, Utah",DS
0500000US49013,"Duchesne County, Utah",DS
0500000US49015,"Emery County, Utah",DS
0500000US49017,"Garfield County, Utah",DS
0500000US49019,"Grand County, Utah",DS
0500000US49021,"Iron County, Utah",DS
0500000US49023,"Juab County, Utah",DS
0500000US49025,"Kane County, Utah",DS
0500000US49027,"Millard County, Utah",DS
0500000US49029,"Morgan County, Utah",DS
0500000US49031,"Piute County, Utah",DS
0500000US49033,"Rich County, Utah",DS
0500000US49035,"Salt Lake County, Utah",DS
0500000US49037,"San Juan County, Utah",DS
0500000US49039,"Sanpete County, Utah",DS
0500000US49041,"Sevier County, Utah",DS
0500000US49043,"Summit County, Utah",DS
0500000US49045,"Tooele County, Utah",DS
0500000US49047,"Uintah County, Utah",DS
0500000US49049,"Utah County, Utah",DS
0500000US49051,"Wasatch County, Utah",DS
0500000US49053,"Washington County, Utah",DS
0500000US49055,"Wayne County, Utah",DS
0500000US49057,"Weber County, Utah",DS
0500000US50001,"Addison County, Vermont",NN
0500000US50003,"Bennington County, Vermont",NN
0500000US50005,"Caledonia County, Vermont",NN
0500000US50007,"Chittenden County, Vermont",NN
0500000US50009,"Essex County, Vermont",NN
0500000US50011,"Franklin County, Vermont",NN
0500000US50013,"Grand Isle County, Vermont",NI
0500000US50015,"Lamoille County, Vermont",NN
0500000US50017,"Orange County, Vermont",NN
0500000US50019,"Orleans County, Vermont",NN
0500000US50021,"Rutland County, Vermont",NN
0500000US50023,"Washington County, Vermont",NN
0500000US50025,"Windham County, Vermont",NN
0500000US50027,"Windsor County, Vermont",NN
0500000US51001,"Accomack County, Virginia",MX
0500000US51003,"Albemarle County, Virginia",MX
0500000US51005,"Alleghany County, Virginia",AP
0500000US51007,"Amelia County, Virginia",CV
0500000US51009,"Amherst County, Virginia",MX
0500000US51011,"Appomattox County, Virginia",CV
0500000US51013,"Arlington County, Virginia",FE
0500000US51015,"Augusta County, Virginia",MX
0500000US51017,"Bath County, Virginia",AP
0500000US51019,"Bedford County, Virginia",AP
0500000US51021,"Bland County, Virginia",AP
0500000US51023,"Botetourt County, Virginia",AP
0500000US51025,"Brunswick County, Virginia",CV
0500000US51027,"Buchanan County, Virginia",AP
0500000US51029,"Buckingham County, Virginia",CV
0500000US51031,"Campbell County, Virginia",CV
0500000US51033,"Caroline County, Virginia",MX
0500000US51035,"Carroll County, Virginia",AP
0500000US51036,"Charles City County, Virginia",CV
0500000US51037,"Charlotte County, Virginia",CV
0500000US51041,"Chesterfield County, Virginia",CV
0500000US51043,"Clarke County, Virginia",MX
0500000US51045,"Craig County, Virginia",AP
0500000US51047,"Culpeper County, Virginia",MX
0500000US51049,"Cumberland County, Virginia",CV
0500000US51051,"Dickenson County, Virginia",AP
0500000US51053,"Dinwiddie County, Virginia",CV
0500000US51057,"Essex County, Virginia",MX
0500000US51059,"Fairfax County, Virginia",FE
0500000US51061,"Fauquier County, Virginia",MX
0500000US51063,"Floyd County, Virginia",AP
0500000US51065,"Fluvanna County, Virginia",CV
0500000US51067,"Franklin County, Virginia",AP
0500000US51069,"Frederick County, Virginia",MX
0500000US51071,"Giles County, Virginia",AP
0500000US51073,"Gloucester County, Virginia",CV
0500000US51075,"Goochland County, Virginia",CV
0500000US51077,"Grayson County, Virginia",CV
0500000US51079,"Greene County, Virginia",MX
0500000US51081,"Greensville County, Virginia",CV
0500000US51083,"Halifax County, Virginia",CV
0500000US51085,"Hanover County, Virginia",CV
0500000US51087,"Henrico County, Virginia",CV
0500000US51089,"Henry County, Virginia",CV
0500000US51091,"Highland County, Virginia",AP
0500000US51093,"Isle of Wight County, Virginia",CV
0500000US51095,"James City County, Virginia",CV
0500000US51097,"King and Queen County, Virginia",MX
0500000US51099,"King George County, Virginia",MX
0500000US51101,"King William County, Virginia",CV
0500000US51103,"Lancaster County, Virginia",MX
0500000US51105,"Lee County, Virginia",AP
0500000US51107,"Loudoun County, Virginia",FE
0500000US51109,"Louisa County, Virginia",CV
0500000US51111,"Lunenburg County, Virginia",CV
0500000US51113,"Madison County, Virginia",MX
0500000US51115,"Mathews County, Virginia",MX
0500000US51117,"Mecklenburg County, Virginia",CV
0500000US51119,"Middlesex County, Virginia",MX
0500000US51121,"Montgomery County, Virginia",AP
0500000US51125,"Nelson County, Virginia",MX
0500000US51127,"New Kent County, Virginia",CV
0500000US51131,"Northampton County, Virginia",MX
0500000US51133,"Northumberland County, Virginia",MX
0500000US51135,"Nottoway County, Virginia",CV
0500000US51137,"Orange County, Virginia",MX
0500000US51139,"Page County, Virginia",MX
0500000US51141,"Patrick County, Virginia",CV
0500000US51143,"Pittsylvania County, Virginia",CV
0500000US51145,"Powhatan County, Virginia",CV
0500000US51147,"Prince Edward County, Virginia",CV
0500000US51149,"Prince George County, Virginia",CV
0500000US51153,"Prince William County, Virginia",MX
0500000US51155,"Pulaski County, Virginia",AP
0500000US51157,"Rappahannock County, Virginia",MX
0500000US51159,"Richmond County, Virginia",MX
0500000US51161,"Roanoke County, Virginia",AP
0500000US51163,"Rockbridge County, Virginia",AP
0500000US51165,"Rockingham County, Virginia",MX
0500000US51167,"Russell County, Virginia",AP
0500000US51169,"Scott County, Virginia",AP
0500000US51171,"Shenandoah County, Virginia",MX
0500000US51173,"Smyth County, Virginia",AP
0500000US51175,"Southampton County, Virginia",CV
0500000US51177,"Spotsylvania County, Virginia",MX
0500000US51179,"Stafford County, Virginia",MX
0500000US51181,"Surry County, Virginia",CV
0500000US51183,"Sussex County, Virginia",CV
0500000US51185,"Tazewell County, Virginia",AP
0500000US51187,"Warren County, Virginia",MX
0500000US51191,"Washington County, Virginia",AP
0500000US51193,"Westmoreland County, Virginia",MX
0500000US51195,"Wise County, Virginia",AP
0500000US51197,"Wythe County, Virginia",AP
0500000US51199,"York County, Virginia",CV
0500000US51510,"Alexandria city, Virginia",FE
0500000US51520,"Bristol city, Virginia",AP
0500000US51530,"Buena Vista city, Virginia",AP
0500000US51540,"Charlottesville city, Virginia",MX
0500000US51550,"Chesapeake city, Virginia",CV
0500000US51570,"Colonial Heights city, Virginia",CV
0500000US51580,"Covington city, Virginia",AP
0500000US51590,"Danville city, Virginia",CV
0500000US51595,"Emporia city, Virginia",CV
0500000US51600,"Fairfax city, Virginia",FE
0500000US51610,"Falls Church city, Virginia",FE
0500000US51620,"Franklin city, Virginia",CV
0500000US51630,"Fredericksburg city, Virginia",MX
0500000US51640,"Galax city, Virginia",AP
0500000US51650,"Hampton city, Virginia",CV
0500000US51660,"Harrisonburg city, Virginia",CV
0500000US51670,"Hopewell city, Virginia",CV
0500000US51678,"Lexington city, Virginia",CV
0500000US51680,"Lynchburg city, Virginia",AP
0500000US51683,"Manassas city, Virginia",MX
0500000US51685,"Manassas Park city, Virginia",MX
0500000US51690,"Martinsville city, Virginia",CV
0500000US51700,"Newport News city, Virginia",CV
0500000US51710,"Norfolk city, Virginia",CV
0500000US51720,"Norton city, Virginia",CV
0500000US51730,"Petersburg city, Virginia",CV
0500000US51735,"Poquoson city, Virginia",CV
0500000US51740,"Portsmouth city, Virginia",CV
0500000US51750,"Radford city, Virginia",AP
0500000US51760,"Richmond city, Virginia",CV
0500000US51770,"Roanoke city, Virginia",AP
0500000US51775,"Salem city, Virginia",AP
0500000US51790,"Staunton city, Virginia",MX
0500000US51800,"Suffolk city, Virginia",CV
0500000US51810,"Virginia Beach city, Virginia",CV
0500000US51820,"Waynesboro city, Virginia",CV
0500000US51830,"Williamsburg city, Virginia",CV
0500000US51840,"Winchester city, Virginia",MX
0500000US53001,"Adams County, Washington",SY
0500000US53003,"Asotin County, Washington",SY
0500000US53005,"Benton County, Washington",SY
0500000US53007,"Chelan County, Washington",SY
0500000US53009,"Clallam County, Washington",PF
0500000US53011,"Clark County, Washington",SI
0500000US53013,"Columbia County, Washington",SY
0500000US53015,"Cowlitz County, Washington",SI
0500000US53017,"Douglas County, Washington",SY
0500000US53019,"Ferry County, Washington",SY
0500000US53021,"Franklin County, Washington",SY
0500000US53023,"Garfield County, Washington",SY
0500000US53025,"Grant County, Washington",SY
0500000US53027,"Grays Harbor County, Washington",PF
0500000US53029,"Island County, Washington",PF
0500000US53031,"Jefferson County, Washington",PF
0500000US53033,"King County, Washington",PF
0500000US53035,"Kitsap County, Washington",PF
0500000US53037,"Kittitas County, Washington",SY
0500000US53039,"Klickitat County, Washington",SY
0500000US53041,"Lewis County, Washington",PF
0500000US53043,"Lincoln County, Washington",SY
0500000US53045,"Mason County, Washington",PF
0500000US53047,"Okanogan County, Washington",SY
0500000US53049,"Pacific County, Washington",SI
0500000US53051,"Pend Oreille County, Washington",SY
0500000US53053,"Pierce County, Washington",PF
0500000US53055,"San Juan County, Washington",PF
0500000US53057,"Skagit County, Washington",SY
0500000US53059,"Skamania County, Washington",SI
0500000US53061,"Snohomish County, Washington",PF
0500000US53063,"Spokane County, Washington",SY
0500000US53065,"Stevens County, Washington",SY
0500000US53067,"Thurston County, Washington",PF
0500000US53069,"Wahkiakum County, Washington",SI
0500000US53071,"Walla Walla County, Washington",PF
0500000US53073,"Whatcom County, Washington",PF
0500000US53075,"Whitman County, Washington",SY
0500000US53077,"Yakima County, Washington",SY
0500000US54001,"Barbour County, West Virginia",AP
0500000US54003,"Berkeley County, West Virginia",FE
0500000US54005,"Boone County, West Virginia",AP
0500000US54007,"Braxton County, West Virginia",AP
0500000US54009,"Brooke County, West Virginia",SB
0500000US54011,"Cabell County, West Virginia",OV
0500000US54013,"Calhoun County, West Virginia",AP
0500000US54015,"Clay County, West Virginia",AP
0500000US54017,"Doddridge County, West Virginia",SB
0500000US54019,"Fayette County, West Virginia",AP
0500000US54021,"Gilmer County, West Virginia",AP
0500000US54023,"Grant County, West Virginia",MX
0500000US54025,"Greenbrier County, West Virginia",AP
0500000US54027,"Hampshire County, West Virginia",MX
0500000US54029,"Hancock County, West Virginia",SB
0500000US54031,"Hardy County, West Virginia",MX
0500000US54033,"Harrison County, West Virginia",SB
0500000US54035,"Jackson County, West Virginia",SB
0500000US54037,"Jefferson County, West Virginia",MX
0500000US54039,"Kanawha County, West Virginia",AP
0500000US54041,"Lewis County, West Virginia",AP
0500000US54043,"Lincoln County, West Virginia",AP
0500000US54045,"Logan County, West Virginia",AP
0500000US54047,"McDowell County, West Virginia",AP
0500000US54049,"Marion County, West Virginia",SB
0500000US54051,"Marshall County, West Virginia",SB
0500000US54053,"Mason County, West Virginia",SB
0500000US54055,"Mercer County, West Virginia",AP
0500000US54057,"Mineral County, West Virginia",MX
0500000US54059,"Mingo County, West Virginia",AP
0500000US54061,"Monongalia County, West Virginia",SB
0500000US54063,"Monroe County, West Virginia",AP
0500000US54065,"Morgan County, West Virginia",MX
0500000US54067,"Nicholas County, West Virginia",AP
0500000US54069,"Ohio County, West Virginia",SB
0500000US54071,"Pendleton County, West Virginia",AP
0500000US54073,"Pleasants County, West Virginia",SB
0500000US54075,"Pocahontas County, West Virginia",AP
0500000US54077,"Preston County, West Virginia",MX
0500000US54079,"Putnam County, West Virginia",AP
0500000US54081,"Raleigh County, West Virginia",AP
0500000US54083,"Randolph County, West Virginia",AP
0500000US54085,"Ritchie County, West Virginia",SB
0500000US54087,"Roane County, West Virginia",AP
0500000US54089,"Summers County, West Virginia",AP
0500000US54091,"Taylor County, West Virginia",AP
0500000US54093,"Tucker County, West Virginia",MX
0500000US54095,"Tyler County, West Virginia",SB
0500000US54097,"Upshur County, West Virginia",AP
0500000US54099,"Wayne County, West Virginia",OV
0500000US54101,"Webster County, West Virginia",AP
0500000US54103,"Wetzel County, West Virginia",SB
0500000US54105,"Wirt County, West Virginia",SB
0500000US54107,"Wood County, West Virginia",SB
0500000US54109,"Wyoming County, West Virginia",AP
0500000US55001,"Adams County, Wisconsin",HL
0500000US55003,"Ashland County, Wisconsin",UM
0500000US55005,"Barron County, Wisconsin",UM
0500000US55007,"Bayfield County, Wisconsin",UM
0500000US55009,"Brown County, Wisconsin",UM
0500000US55011,"Buffalo County, Wisconsin",HL
0500000US55013,"Burnett County, Wisconsin",UM
0500000US55015,"Calumet County, Wisconsin",HL
0500000US55017,"Chippewa County, Wisconsin",UM
0500000US55019,"Clark County, Wisconsin",HL
0500000US55021,"Columbia County, Wisconsin",HL
0500000US55023,"Crawford County, Wisconsin",HL
0500000US55025,"Dane County, Wisconsin",HL
0500000US55027,"Dodge County, Wisconsin",HL
0500000US55029,"Door County, Wisconsin",UM
0500000US55031,"Douglas County, Wisconsin",UM
0500000US55033,"Dunn County, Wisconsin",UM
0500000US55035,"Eau Claire County, Wisconsin",HL
0500000US55037,"Florence County, Wisconsin",UM
0500000US55039,"Fond du Lac County, Wisconsin",HL
0500000US55041,"Forest County, Wisconsin",UM
0500000US55043,"Grant County, Wisconsin",HL
0500000US55045,"Green County, Wisconsin",HL
0500000US55047,"Green Lake County, Wisconsin",HL
0500000US55049,"Iowa County, Wisconsin",HL
0500000US55051,"Iron County, Wisconsin",UM
0500000US55053,"Jackson County, Wisconsin",HL
0500000US55055,"Jefferson County, Wisconsin",HL
0500000US55057,"Juneau County, Wisconsin",HL
0500000US55059,"Kenosha County, Wisconsin",SL
0500000US55061,"Kewaunee County, Wisconsin",UM
0500000US55063,"La Crosse County, Wisconsin",HL
0500000US55065,"Lafayette County, Wisconsin",HL
0500000US55067,"Langlade County, Wisconsin",UM
0500000US55069,"Lincoln County, Wisconsin",UM
0500000US55071,"Manitowoc County, Wisconsin",HL
0500000US55073,"Marathon County, Wisconsin",UM
0500000US55075,"Marinette County, Wisconsin",UM
0500000US55077,"Marquette County, Wisconsin",HL
0500000US55078,"Menominee County, Wisconsin",UM
0500000US55079,"Milwaukee County, Wisconsin",SL
0500000US55081,"Monroe County, Wisconsin",HL
0500000US55083,"Oconto County, Wisconsin",UM
0500000US55085,"Oneida County, Wisconsin",UM
0500000US55087,"Outagamie County, Wisconsin",HL
0500000US55089,"Ozaukee County, Wisconsin",SL
0500000US55091,"Pepin County, Wisconsin",HL
0500000US55093,"Pierce County, Wisconsin",UM
0500000US55095,"Polk County, Wisconsin",UM
0500000US55097,"Portage County, Wisconsin",HL
0500000US55099,"Price County, Wisconsin",UM
0500000US55101,"Racine County, Wisconsin",SL
0500000US55103,"Richland County, Wisconsin",HL
0500000US55105,"Rock County, Wisconsin",HL
0500000US55107,"Rusk County, Wisconsin",UM
0500000US55109,"St. Croix County, Wisconsin",UM
0500000US55111,"Sauk County, Wisconsin",HL
0500000US55113,"Sawyer County, Wisconsin",UM
0500000US55115,"Shawano County, Wisconsin",UM
0500000US55117,"Sheboygan County, Wisconsin",SL
0500000US55119,"Taylor County, Wisconsin",UM
0500000US55121,"Trempealeau County, Wisconsin",HL
0500000US55123,"Vernon County, Wisconsin",HL
0500000US55125,"Vilas County, Wisconsin",UM
0500000US55127,"Walworth County, Wisconsin",SL
0500000US55129,"Washburn County, Wisconsin",UM
0500000US55131,"Washington County, Wisconsin",HL
0500000US55133,"Waukesha County, Wisconsin",SL
0500000US55135,"Waupaca County, Wisconsin",HL
0500000US55137,"Waushara County, Wisconsin",HL
0500000US55139,"Winnebago County, Wisconsin",HL
0500000US55141,"Wood County, Wisconsin",HL
